Percent-of-Population-Under-15-(2013-2017),Percent-of-Population-Aged-15-to-64-(2013-2017),Percent-of-Population-65+-(2013-2017),Percent-of-Population-White-(non-Hispanic)-(2013-2017),Percent-of-Populaiton-Black-(non-Hispanic)-(2013-2017),Percent-of-Population-Hispanic-or-Latino-(2013-2017),Percent-of-Population-Asian-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2013-2017),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2013-2017),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2013-2017),Poverty-Rate-(2013-2017),Median-Household-Income-(2013-2017),Unemployment-Rate-(2013-2017),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2013-2017),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2013-2017),Percent-of-Popualtion-Employed-in-Construction-(2013-2017),Percent-of-Popualtion-Employed-in-Trade-Transportation-and-Utilities-(2013-2017),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2013-2016,goodsam-law,goodsam-cs_Arrest,goodsam-cs_Charge,goodsam-cs_Prosecution,goodsam-cs_Law provides an affirmative defense,goodsam-cs_None,goodsam-paraphernalia_Arrest,goodsam-paraphernalia_Charge,goodsam-paraphernalia_Prosecution,goodsam-paraphernalia_Law provides an affirmative defense,goodsam-paraphernalia_None,goodsam-paroleyn,goodsam-parole_Protection from arrest,goodsam-parole_Protection from charge,goodsam-parole_Protection from prosecution,goodsam-parole_Protection from revocation of probation and/or parole,goodsam-parole_General protection from sanctions for violation of probation and/or parole,goodsam-mitigation,goodsam-mit-type_Controlled substances offenses,goodsam-mit-type_Alcohol-related offenses,goodsam-mit-type_Other offenses beyond controlled substances and alcohol-related violations
0.2381,0.6597,0.1022,0.8232,0.0371,0.0841,0.0225,0.0031,0.0012,0.9537,0.3838,0.0622,72269.0,0.0368,0.0802,0.0009,0.0848,0.3104,4.0,6.0,1.74,Urban,2.0,1.0,1.0,3.0,1.0,8.697669025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2079,0.6204,0.1717,0.9582,0.0019,0.0201,0.0024,0.0022,0.0,0.9308,0.2611,0.0918,64475.0,0.0294,0.0943,0.03,0.0996,0.1849,1.0,1.0,0.0,Urban,3.0,1.0,1.0,3.0,1.0,23.87090613959706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1948,0.6376,0.1676,0.9534,0.0044,0.0228,0.006,0.001,0.0,0.9279,0.2718,0.0903,61563.0,0.0346,0.0711,0.0467,0.0689,0.1832,1.0,1.0,0.0,Urban,3.0,1.0,1.0,3.0,2.0,23.37404312510957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1971,0.6432,0.1597,0.9493,0.0066,0.027,0.0017,0.0016,0.0,0.9571,0.3058,0.0918,65565.0,0.0146,0.1015,0.0279,0.1016,0.1829,0.0,0.0,0.0,Urban,2.0,1.0,1.0,2.0,1.0,24.584521585209952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1993,0.6679,0.1328,0.4498,0.106,0.3036,0.092,0.004,0.0067,0.8489,0.2282,0.1503,52629.0,0.0962,0.1051,0.0009,0.0555,0.1837,38.0,43.0,10.05,Urban,4.0,3.0,2.0,3.0,3.0,49.65816536265677,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0985,0.6146,0.287,0.8655,0.0041,0.0619,0.0206,0.019,0.002,0.9397,0.2313,0.0724,65508.0,0.0409,0.1872,0.0133,0.0948,0.5293,0.0,0.0,0.0,Urban,2.0,2.0,1.0,3.0,2.0,25.374270489723425,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.1864,0.6679,0.1457,0.6424,0.0212,0.2352,0.0526,0.013,0.0059,0.8699,0.2898,0.1496,54955.0,0.0801,0.1036,0.0019,0.0622,0.2193,15.0,13.0,10.68,Urban,2.0,2.0,2.0,3.0,2.0,55.92002073132476,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.1706,0.6387,0.1907,0.6859,0.0094,0.2293,0.0303,0.0206,0.0026,0.8726,0.2098,0.1667,47948.0,0.0946,0.1918,0.0016,0.0383,0.1379,3.0,3.0,23.89,Urban,2.0,2.0,3.0,3.0,2.0,90.05366463280158,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.1767,0.6843,0.139,0.8613,0.0202,0.0605,0.0366,0.001,0.0002,0.9155,0.3625,0.0863,73189.0,0.0516,0.0889,0.0011,0.0358,0.2007,28.0,13.0,17.04,Urban,2.0,1.0,1.0,3.0,1.0,143.72215691891304,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1655,0.6823,0.1522,0.934,0.0068,0.0251,0.0187,0.0008,0.0,0.9478,0.396,0.0512,82398.0,0.0494,0.0787,0.0026,0.0424,0.2634,10.0,6.0,15.65,Urban,1.0,1.0,1.0,2.0,1.0,109.20047275814426,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1603,0.7034,0.1363,0.9164,0.0091,0.0214,0.0297,0.0006,0.0,0.9225,0.3481,0.1013,63533.0,0.0552,0.1068,0.0014,0.0109,0.1821,8.0,4.0,17.47,Urban,2.0,1.0,1.0,4.0,2.0,137.39645628330672,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1817,0.6596,0.1587,0.5677,0.1449,0.1831,0.0819,0.0017,0.0001,0.8569,0.2589,0.1545,55456.0,0.1183,0.1049,0.0133,0.0386,0.1666,20.0,14.0,17.88,Urban,2.0,3.0,2.0,3.0,2.0,108.383876,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1771,0.6626,0.1603,0.587,0.0527,0.184,0.1576,0.0011,0.0003,0.9201,0.4757,0.0752,88487.0,0.0582,0.0519,0.0007,0.0355,0.2315,20.0,18.0,10.64,Urban,1.0,1.0,1.0,1.0,1.0,39.019251647300365,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1766,0.6681,0.1553,0.6866,0.1559,0.0746,0.0475,0.0005,0.0003,0.9289,0.3636,0.0649,80034.0,0.0785,0.0851,0.0031,0.0361,0.2187,11.0,7.0,14.88,Urban,2.0,1.0,1.0,2.0,1.0,45.53167672065317,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1922,0.6653,0.1425,0.5805,0.1823,0.1568,0.0562,0.001,0.0002,0.8825,0.3064,0.1327,63028.0,0.0882,0.1106,0.0009,0.0396,0.1962,22.0,20.0,20.15,Urban,2.0,2.0,2.0,3.0,2.0,7.434289682966673,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1459,0.6154,0.2387,0.8582,0.0452,0.0717,0.0106,0.0006,0.0004,0.9007,0.305,0.1041,59338.0,0.0923,0.1102,0.0061,0.0509,0.1853,7.0,2.0,16.77,Urban,2.0,2.0,2.0,2.0,2.0,105.86558215588444,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1995,0.6624,0.1381,0.4803,0.1807,0.2913,0.0128,0.0047,0.0,0.7734,0.1427,0.185,49537.0,0.0987,0.1325,0.0531,0.0404,0.2122,6.0,2.0,17.34,Urban,5.0,3.0,3.0,4.0,4.0,100.80645161290325,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2008,0.675,0.1242,0.3152,0.3892,0.2201,0.0495,0.0015,0.0003,0.8469,0.3333,0.1719,54860.0,0.1208,0.1068,0.0002,0.027,0.2065,35.0,23.0,15.64,Urban,3.0,3.0,1.0,3.0,2.0,69.14076201194571,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.187,0.6716,0.1414,0.7941,0.0997,0.0557,0.0295,0.0005,0.0001,0.9199,0.2994,0.081,78592.0,0.081,0.1046,0.0158,0.0539,0.2877,10.0,10.0,12.7,Urban,3.0,1.0,1.0,3.0,2.0,12.358987386966762,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1754,0.7173,0.1072,0.29,0.1096,0.4305,0.1469,0.0013,0.0006,0.834,0.3855,0.1741,60894.0,0.0812,0.0703,0.0004,0.0199,0.2421,14.0,6.0,10.47,Urban,3.0,2.0,1.0,3.0,2.0,43.82776436518549,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1627,0.6805,0.1568,0.8667,0.0239,0.0599,0.0359,0.0005,0.0016,0.9469,0.4961,0.0453,108177.0,0.053,0.0585,0.013,0.0601,0.1963,8.0,2.0,5.57,Urban,1.0,1.0,1.0,1.0,1.0,42.95669328920992,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1786,0.6841,0.1373,0.5166,0.197,0.1643,0.104,0.0006,0.0002,0.8768,0.4044,0.1121,73966.0,0.086,0.0789,0.0009,0.0203,0.1425,15.0,14.0,18.59,Urban,2.0,2.0,1.0,2.0,2.0,52.27687341,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1829,0.6824,0.1347,0.453,0.0928,0.1997,0.2351,0.0014,0.0003,0.8897,0.4147,0.0894,80716.0,0.0705,0.0619,0.0006,0.0326,0.2496,28.0,16.0,12.62,Urban,2.0,2.0,1.0,2.0,1.0,63.35261560950746,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1793,0.6643,0.1564,0.7571,0.0671,0.104,0.0529,0.0007,0.0003,0.9268,0.4329,0.0762,87297.0,0.068,0.0716,0.003,0.0523,0.2066,30.0,15.0,16.73,Urban,1.0,1.0,1.0,1.0,1.0,75.21528782595948,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1797,0.6659,0.1544,0.7252,0.0298,0.127,0.099,0.0006,0.0,0.9397,0.5188,0.0458,102798.0,0.0557,0.0498,0.0013,0.0381,0.1911,15.0,9.0,8.83,Urban,1.0,1.0,1.0,1.0,1.0,48.171973946990754,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1978,0.5831,0.2191,0.8511,0.0285,0.0887,0.0189,0.0004,0.0002,0.9091,0.2748,0.1119,63108.0,0.0762,0.0994,0.0018,0.0551,0.214,16.0,8.0,10.07,Urban,3.0,3.0,1.0,3.0,2.0,79.32906378056728,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.2022,0.6666,0.1312,0.426,0.1075,0.3987,0.0516,0.0019,0.0002,0.8249,0.2671,0.1678,61664.0,0.0704,0.0635,0.0016,0.0451,0.226,12.0,16.0,10.06,Urban,3.0,3.0,1.0,3.0,2.0,52.05006269666643,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1818,0.6472,0.171,0.7553,0.1331,0.0789,0.0089,0.0013,0.0,0.8656,0.2027,0.1377,61341.0,0.0936,0.1356,0.0058,0.0115,0.2768,0.0,5.0,13.95,Urban,4.0,2.0,2.0,3.0,3.0,13.952623093141511,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1878,0.6713,0.1409,0.5851,0.0895,0.1414,0.1649,0.0011,0.0001,0.9407,0.5297,0.0516,102405.0,0.0536,0.0527,0.0027,0.0322,0.1972,8.0,3.0,11.76,Urban,1.0,1.0,1.0,2.0,1.0,44.62051458306953,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1701,0.6826,0.1473,0.8752,0.0196,0.0724,0.0187,0.0004,0.0001,0.9392,0.3375,0.0583,87388.0,0.072,0.0791,0.0053,0.0503,0.2025,6.0,4.0,8.29,Urban,2.0,2.0,1.0,2.0,1.0,64.27357043139315,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1978,0.6706,0.1316,0.4138,0.2025,0.3006,0.0476,0.0007,0.0001,0.8578,0.3339,0.1075,70476.0,0.0848,0.0664,0.0003,0.0345,0.2461,16.0,11.0,9.99,Urban,2.0,2.0,1.0,3.0,2.0,46.32691175722518,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1714,0.6694,0.1592,0.8354,0.041,0.0817,0.0279,0.0004,0.0001,0.9037,0.3044,0.0791,72999.0,0.0832,0.0904,0.0115,0.0359,0.2444,6.0,3.0,10.27,Urban,2.0,1.0,1.0,3.0,2.0,94.30879126009616,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1913,0.6671,0.1416,0.3993,0.0251,0.4914,0.0227,0.0398,0.0006,0.8805,0.3278,0.1871,48994.0,0.0731,0.1147,0.001,0.056,0.1701,28.0,14.0,26.38,Urban,2.0,3.0,2.0,4.0,2.0,76.17331355,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.2139,0.6458,0.1403,0.285,0.0154,0.6721,0.0102,0.0075,0.0001,0.7895,0.2753,0.2761,38636.0,0.1055,0.0922,0.0475,0.0501,0.1498,7.0,15.0,15.9,Urban,4.0,3.0,2.0,4.0,3.0,42.09049456331112,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.203,0.6466,0.1505,0.4507,0.0196,0.3725,0.0123,0.1208,0.0005,0.9077,0.2975,0.144,60158.0,0.0849,0.1066,0.0043,0.0527,0.1316,6.0,3.0,16.65,Urban,3.0,2.0,2.0,4.0,3.0,51.40569228,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.2268,0.6414,0.1319,0.4077,0.0036,0.1978,0.0054,0.3648,0.0005,0.835,0.1547,0.2058,48624.0,0.0993,0.1193,0.1245,0.071,0.2038,3.0,2.0,13.06,Urban,4.0,5.0,3.0,4.0,4.0,35.09144176860867,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1609,0.6413,0.1978,0.4312,0.0066,0.5109,0.0119,0.0248,0.0005,0.8827,0.4096,0.1555,55370.0,0.0668,0.104,0.005,0.0438,0.1694,11.0,6.0,31.9,Urban,1.0,3.0,2.0,2.0,2.0,90.95845777898452,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1717,0.6474,0.1808,0.5331,0.0184,0.4122,0.0021,0.0128,0.0,0.8228,0.177,0.3112,32067.0,0.0956,0.1383,0.0511,0.0427,0.2486,0.0,0.0,6.41,Urban,4.0,3.0,4.0,5.0,4.0,70.51734085518302,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.2022,0.6444,0.1534,0.3416,0.0103,0.5966,0.0043,0.0355,0.0,0.817,0.1712,0.2323,41788.0,0.1075,0.1913,0.0128,0.0651,0.2437,5.0,2.0,6.58,Urban,5.0,3.0,3.0,5.0,4.0,68.42735515113235,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.1546,0.6933,0.1521,0.7362,0.1181,0.0555,0.0603,0.0011,0.0004,0.9271,0.3973,0.1292,60904.0,0.0581,0.0865,0.0019,0.0338,0.1558,18.0,8.0,17.86,Urban,1.0,2.0,1.0,3.0,1.0,38.32525146886398,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.2134,0.6739,0.1127,0.096,0.2949,0.5541,0.0358,0.0021,0.0004,0.7116,0.1913,0.3053,35302.0,0.1267,0.1226,0.0001,0.0383,0.181,41.0,27.0,12.04,Urban,5.0,5.0,2.0,5.0,4.0,54.77507073083307,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1607,0.6635,0.1759,0.8451,0.0487,0.0386,0.0406,0.0015,0.0002,0.902,0.2776,0.1742,47744.0,0.0742,0.1241,0.0021,0.0402,0.1912,6.0,6.0,11.65,Urban,2.0,3.0,2.0,4.0,3.0,81.06150034704454,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1821,0.65,0.1679,0.8662,0.0563,0.0294,0.0151,0.0043,0.0001,0.9021,0.2444,0.1594,49578.0,0.0557,0.1201,0.0084,0.0375,0.2197,3.0,5.0,13.68,Urban,3.0,3.0,3.0,4.0,3.0,38.74997150737389,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.161,0.6843,0.1547,0.726,0.0949,0.1147,0.0374,0.0016,0.0003,0.9013,0.3397,0.0915,72706.0,0.0762,0.1062,0.0083,0.0452,0.1717,6.0,18.0,16.9,Urban,2.0,2.0,1.0,2.0,2.0,73.33434717223433,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1692,0.6655,0.1654,0.7633,0.1302,0.0507,0.033,0.0043,0.0002,0.9084,0.322,0.1474,52744.0,0.0612,0.1067,0.0022,0.0363,0.1824,28.0,42.0,17.13,Urban,2.0,2.0,2.0,3.0,2.0,91.85265835907992,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1735,0.6387,0.1878,0.95,0.0088,0.0196,0.0047,0.002,0.0009,0.9016,0.2153,0.1401,48893.0,0.088,0.1208,0.007,0.0362,0.1855,2.0,1.0,9.44,Urban,4.0,3.0,2.0,4.0,4.0,39.33415148,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.2125,0.6658,0.1217,0.8254,0.0542,0.0709,0.0141,0.003,0.0023,0.9019,0.2075,0.1458,49911.0,0.0936,0.1245,0.0126,0.0401,0.2107,4.0,3.0,14.41,Urban,4.0,3.0,2.0,4.0,3.0,48.31900717155791,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1975,0.6807,0.1218,0.3583,0.3093,0.1941,0.1159,0.0015,0.0003,0.7998,0.3408,0.2273,50640.0,0.09,0.0727,0.0001,0.0452,0.1919,44.0,39.0,11.16,Urban,3.0,4.0,1.0,3.0,3.0,33.603748889465145,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1503,0.6921,0.1576,0.9113,0.0235,0.0334,0.0137,0.0017,0.0003,0.8896,0.2448,0.1489,52724.0,0.0506,0.0992,0.0454,0.0506,0.1649,2.0,2.0,12.38,Urban,3.0,2.0,1.0,4.0,2.0,34.04413357680047,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1631,0.6779,0.159,0.9349,0.0174,0.0204,0.0086,0.0057,0.0004,0.9039,0.2671,0.1186,55858.0,0.0486,0.0941,0.0152,0.0367,0.1574,2.0,1.0,9.71,Urban,3.0,2.0,1.0,3.0,2.0,44.38957399880703,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1761,0.669,0.1549,0.7133,0.145,0.0812,0.0354,0.002,0.0002,0.9038,0.3666,0.1486,53568.0,0.0731,0.1106,0.0017,0.0346,0.1551,22.0,13.0,14.95,Urban,1.0,2.0,1.0,3.0,2.0,60.59505950061129,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1791,0.6568,0.1641,0.622,0.1099,0.1608,0.0868,0.0012,0.0002,0.9088,0.4354,0.06,102044.0,0.0581,0.0538,0.0003,0.048,0.2056,37.0,17.0,15.33,Urban,1.0,1.0,1.0,1.0,1.0,49.67567093479442,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1251,0.7311,0.1438,0.4707,0.126,0.259,0.1166,0.0013,0.0004,0.87,0.6043,0.1762,75513.0,0.0687,0.0663,0.0001,0.0154,0.1061,74.0,50.0,34.25,Urban,1.0,2.0,1.0,1.0,1.0,34.92378236183852,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1668,0.6605,0.1727,0.8631,0.0709,0.026,0.0105,0.0097,0.0004,0.9088,0.2349,0.1362,50094.0,0.0714,0.1154,0.0103,0.0404,0.2018,14.0,13.0,12.65,Urban,4.0,2.0,2.0,4.0,3.0,70.29909923420848,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1759,0.6499,0.1742,0.8304,0.0567,0.0521,0.0379,0.0016,0.0003,0.8812,0.2379,0.1667,49838.0,0.0686,0.1302,0.004,0.0226,0.1691,8.0,10.0,12.02,Urban,3.0,3.0,2.0,3.0,3.0,73.00586624,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1792,0.6674,0.1533,0.776,0.1065,0.0456,0.0365,0.0054,0.0003,0.9053,0.3432,0.1519,55717.0,0.0683,0.1041,0.0035,0.0397,0.212,18.0,11.0,14.96,Urban,2.0,3.0,1.0,3.0,2.0,70.29163550902682,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1707,0.6512,0.178,0.906,0.023,0.0424,0.0119,0.0023,0.0011,0.9263,0.3208,0.1029,58070.0,0.0551,0.0965,0.013,0.052,0.2229,5.0,6.0,14.62,Urban,2.0,1.0,1.0,3.0,2.0,37.46002740977615,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.2134,0.6612,0.1254,0.6601,0.0943,0.1937,0.0258,0.0019,0.0001,0.8941,0.287,0.1265,71910.0,0.0666,0.1047,0.0079,0.0352,0.2681,15.0,10.0,14.09,Urban,3.0,2.0,1.0,2.0,2.0,70.96496404,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1623,0.6756,0.1622,0.8672,0.06,0.0464,0.0066,0.0035,0.0007,0.8632,0.1587,0.1558,48731.0,0.0742,0.1446,0.0799,0.0254,0.1106,1.0,1.0,14.31,Urban,5.0,3.0,2.0,4.0,4.0,21.46025084648767,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
0.1773,0.68,0.1427,0.9447,0.0076,0.0238,0.0065,0.0012,0.0001,0.8654,0.1803,0.1831,49571.0,0.0914,0.1281,0.0095,0.0456,0.2148,3.0,7.0,8.3,Urban,4.0,2.0,2.0,4.0,3.0,58.085019873374655,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
